INDEX;UUID;LINE;NAME;LATITUDE;LONGITUDE
2320;76ce7521-778e-4a8c-b8ac-38c7d2bef55d;M8;Liberté;48,826055;2,406742226
2330;b20e640f-c2e3-4ed8-9a06-6aef2dfca451;M8;Charenton - Ecoles;48,82159577;2,413737518
2340;594e152f-840b-454b-a5de-ebc570d55d06;M8;Ecole Vétérinaire de Maison-Alfort;48,81480301;2,422376143
2350;a167312b-b88b-47a3-8f6f-925b3a70d6a7;M8;Maison-Alfort - Stade;48,80914436;2,434509896
2360;19584eb2-62ad-4fe3-bac1-22af2eb5a679;M8;Maison-Alfort - Les Juilliotes;48,80263769;2,446927484
2370;fed166b5-d6b1-44bd-9e24-1d23da0e12a5;M8;Créteil - L'Echat;48,79674077;2,449433176
2380;4d5c04fa-e4c0-4163-b408-8c4230a32d5a;M8;Créteil - Université;48,78997831;2,450453178
2390;8ce7ebbc-6abe-4f49-a278-702a0443370c;M8;Créteil - Préfecture;48,77990532;2,459368396
2400;a3093a0a-b2c1-4bbf-9aed-295215cbf8f2;M8;Pointe du Lac;48,76871513;2,464564993
2410;97b91d0e-3882-41d3-bdbb-ce8cb50144f0;M9;Pont de Sèvres;48,82967484;2,230799591
2420;13c41adc-2502-4b2f-b7bd-d76360664528;M9;Billancourt;48,83211056;2,238639349
2430;1feb8620-6d9d-4cc2-bef7-79a24eff8bfc;M9;Marcel Sambat;48,83370885;2,243840592
2440;a19bb1ed-5164-4a3e-82e2-8736b844d6b6;M9;Porte de Saint-Cloud;48,83796121;2,25712223
2450;94d12ccc-31a5-4da4-9ed4-44da0588947a;M9;Exelmans;48,8429387;2,260032902
2460;f3aab47b-024e-4644-b9dd-058a089c2a76;M9;Michel-Ange - Molitor;48,84505817;2,261745125
2470;a95f7f34-baa5-49a5-96e4-7dd6b16aaa8b;M9;Michel-Ange - Auteil;48,84789565;2,264082031
2480;3239b99f-00a4-4ecb-8722-702ad5470a2f;M9;Jasmin;48,85250409;2,268176749
2490;cd9992f4-dfd1-46f3-aaad-28c9c54f0ed3;M9;Ranelagh;48,85548505;2,270109139
2500;62182295-a2c2-4829-bd4b-ad7d28fa8398;M9;La Muette;48,85804606;2,274154631
2510;7a08b690-4780-4b6d-b7ef-6f44ee94ed9a;M9;Rue de la Pompe;48,86397445;2,278112558
2520;00419aee-1c76-4f1e-bda0-e0e3eac65898;M9;Trocadéro;48,86306502;2,286243171
2530;ae753c7a-8e67-409a-97fc-0a2ab4a66b63;M9;Iéna;48,86479407;2,294162018
2540;ef8e5821-f769-443a-a146-345e709cf109;M9;Alma - Marceau;48,86476685;2,300991004
2550;833f96c2-0da1-47b2-a6f6-9c1e50dcc47d;M9;Franklin D. Roosevelt;48,86869985;2,309505157
2560;e841c0c0-7b2a-4da9-9779-06f0c99a7b07;M9;Saint-Philippe-du-Roule;48,87242238;2,310038345
2570;47bf9b32-5909-4fd3-9608-5ee76110a305;M9;Miromesnil;48,87370953;2,314606322
2580;9acb92c2-faac-4d7d-a10d-2c54b3cf3cc9;M9;Havre - Caumartin;48,87371341;2,32769541
2590;63537095-223a-42b6-8a26-1e2ad70aa283;M9;Saint-Augustin;48,87455838;2,321361928
2600;ec6e5c91-fccf-4c94-a5fc-5f5f25d8594d;M9;Chaussée d'Antin - La Fayette;48,87293766;2,333479132
2610;80c2301d-e86a-4d08-8a3e-a74718dd76bb;M9;Richelieu - Drouot;48,87215235;2,339115039
2620;98957eff-0f88-46ef-b5a9-da35963b9b82;M9;Grands Boulevards;48,87149774;2,343154773
2630;65ebc1f8-2355-4dbd-997d-5c060dcb3773;M9;Bonne Nouvelle;48,8701642;2,350497972
2640;e7e5d05f-8f22-433a-8219-791a337d4bef;M9;Strasbourg - Saint-Denis;48,86922417;2,354603791
2650;1616e4eb-50f4-4073-b7c4-ddf714264278;M9;République;48,86711164;2,364234946
2660;62e62d2c-89c1-4d2a-b35f-da04b9e79a2c;M9;Oberkampf;48,86472762;2,368496387
2670;fdb60f78-1eac-43e7-a8b0-5cd6845e3843;M9;Saint-Ambroise;48,86101926;2,374733431
2680;a1e61df2-3e6e-4ad7-b4e2-583a7c0e77f6;M9;Voltaire;48,85745372;2,380718786
2690;44ab4ba5-6853-430e-8431-e13df403753a;M9;Charonne;48,8545805;2,385563481
2700;0848372f-263b-4116-9575-b66a8eeb6ec3;M9;Rue des Boules;48,85231543;2,389378128
2710;68cf43b0-06f8-4a86-a6fd-2bdaffc8f49f;M9;Nation;48,84894465;2,395879435
2720;6df8b304-fd48-45d0-9b4f-1ea7f1987c3c;M9;Buzenval;48,85181213;2,401022271
2730;b89c5ac6-45be-483f-99be-bfb9fa5f5bce;M9;Maraîchers;48,85272512;2,406089162
2740;b19203ad-f4b6-42fd-84fb-f26468121b72;M9;Porte de Montreuil;48,85354392;2,410626426
2750;c5cb5cd6-902b-4a9d-a059-18d679aa9f7f;M9;Robespierre;48,85572643;2,422983216
2760;28fe3626-46ca-4281-a3f9-d72de91f8be6;M9;Croix de Chavaux;48,85796559;2,435555716
2770;b91afbc5-7932-45ce-8662-1a47faaacbab;M9;Mairie de Montreuil;48,86193691;2,441310941
2780;63544981-bb7c-4209-bea7-102072fedbc2;M10;Boulogne - Pont de Saint-Cloud;48,84074502;2,228536982
2790;50e043bb-43cd-41a3-927c-2fb4b82bf83d;M10;Boulogne - Jean Jaurès;48,84200535;2,238887326
2800;aed0b90e-658e-4f41-8daf-163dd961de57;M10;Porte d'Auteil;48,84797154;2,25774468
2810;b88c58c3-b9ad-4f01-a810-403dfdcff170;M10;Michel-Ange - Auteil;48,84793481;2,264218777
2820;50d08b2a-2260-4b57-9999-de955b44c36c;M10;Eglise d'Auteil;48,84715006;2,269135873
2830;3ab35ee9-604d-4eac-a941-29c2c867f53d;M10;Michel-Ange - Molitor;48,84524757;2,261623492
2840;6366dff0-b4a0-4ba3-8124-6f38ec415484;M10;Chardon Lagache;48,8452047;2,266441543
2850;7d3a8da5-cd04-43b4-9031-f96af785a084;M10;Mirabeau;48,84713101;2,272763753
2860;9100a9b6-a5d0-4b72-a1de-76015ffd541e;M10;Javel - André Citroën;48,84612367;2,27771174
2870;31491e7d-de5f-486d-8cb2-538c20c78908;M10;Charles Michels;48,84653464;2,285999223
2880;b6a9f9f6-aae2-4aa6-90b2-d1480f268655;M10;Avenue Emise-Zola;48,84701958;2,295420478
2890;738f1322-411b-4cf5-a367-1ba41f472b1f;M10;La Motte-Piquet - Grenelle;48,84935055;2,298301402
2900;40f7c26a-32f5-4347-b52f-e2590c5309c0;M10;Ségur;48,84706613;2,307402241
2910;e7a1d7d5-cc67-4779-8966-6459923b20ab;M10;Duroc;48,84698911;2,317005236
2920;dd85eee2-fac8-4e34-b28b-675745f03dcf;M10;Vaneau;48,84881637;2,321257863
2930;7dd56423-1d0e-48be-a157-d20a8a363f73;M10;Sèvres - Babylone;48,85119235;2,326488474
2940;00c3130b-1af0-4ee8-a111-913dba77c1a0;M10;Mabillon;48,85301677;2,335502053
2950;02040ce7-ca49-4639-8f91-54f65df79ee7;M10;Odéon;48,85216726;2,339646336
2960;0ac00d16-b248-455d-b8b7-ca38205c13c8;M10;Cluny - La Sorbonne;48,85105028;2,344273345
2970;210f6272-d028-4394-9f3b-151ceca81043;M10;Maubert - Mutualité;48,85012732;2,34805429
2980;496acafa-f128-499e-9df6-de4721da1c2b;M10;Cardinal Lemoine;48,84665685;2,351623256
2990;3b879b61-66f0-458a-b736-cd6fe06b58a5;M10;Jussieu;48,84615112;2,354917984
3000;6429e188-69bb-4dc7-8b46-c704e72841b1;M10;Gare d'Austerlitz;48,8424368;2,365184812
3010;dbdbbb8b-724e-4cb7-af3f-a8d4094d0b87;M11;Châtelet;48,85755636;2,348308895
3020;51b86454-e062-49fc-b7f8-784b20e66b71;M11;Hôtel de ville;48,85745183;2,351008461
3030;f75c89cf-60d4-49d0-9c7f-746a897b8ff1;M11;Rambuteau;48,86120499;2,35349574
3040;67a9e5c5-145f-4912-9520-ba5b689b7785;M11;Arts et Métiers;48,86532271;2,356729869
3050;f1ad70bd-5d00-43df-8f2f-d403a99954e8;M11;République;48,86750342;2,363826144
3060;4210c802-0926-44df-a4a3-150a0081b1aa;M11;Goncourt;48,86995751;2,37109484
3070;0781e432-ee8b-4a7d-805d-6402004e8a85;M11;Belleville;48,87184879;2,376593683
3080;ae3b3a1f-8fc7-490e-b87e-04e0ee595633;M11;Pyrénées;48,87388185;2,385316215
3090;d86f7504-b630-4e13-91bc-a4396bb40a01;M11;Jourdain;48,87511182;2,389415032
3100;f327c7c3-fd0f-498d-9955-fc5767c24166;M11;Place des Fêtes;48,87680639;2,393056093
3110;67d64876-9e73-4261-a091-9498c168fa6b;M11;Télégraphe;48,87547446;2,398867594
3120;2f7ffcbd-6ec8-47c7-951c-6e03298a828c;M11;Porte des Lilas;48,87717482;2,406480157
3130;f919412c-bc73-4a31-af28-dcf96fdf5de3;M11;Mairie des Lilas;48,87976125;2,416479644
3140;23d4d43e-f60c-4a5c-9adb-45b88cba4c61;M12;Front Populaire;48,90656715;2,365920319
3150;29203577-26e0-4c0f-8968-e590c17c8c56;M12;Porte de la Chapelle;48,89724529;2,359507869
3160;a9f5921b-636b-4aae-a36e-aaee08d66ae6;M12;Marx Dormoy;48,89048545;2,359995766
3170;e8a7c66f-1db1-41fc-97a0-519752af401e;M12;Marcadet - Poissonniers;48,891465;2,349815452
3180;f37a9c7c-c379-4820-97ef-c39c0d28d64c;M12;Jules Joffrin;48,89243959;2,344657004
3190;b6292394-33ed-4d42-99af-fc759816f47c;M12;Lamarck - Caulaincourt;48,88967407;2,338760649
3200;7f8d6d80-c775-4d3e-8b40-968297a53ed8;M12;Abbesses;48,88459421;2,337949777
3210;8290b734-bb90-4c7a-9c3a-9926a5e25ff3;M12;Pigalle;48,88251939;2,337081683
3220;6b0bd413-e2b1-444b-b1c9-419640459c9b;M12;Saint-Georges;48,87842526;2,337595083
3230;b4178126-b9be-48a5-9da9-4995be3d924e;M12;Notre-Dame-de-Lorette;48,87602621;2,337886489
3240;8a09c6fb-8dfd-4029-9c54-3dbd1de1dbe3;M12;Trinité - d'Estienne d'Orves;48,87631796;2,332543027
3250;c74b2c33-d410-4540-aa4b-6dca528df34b;M12;Saint-Lazare;48,87545377;2,3267852
3260;ad8f3b37-7952-4a80-8c25-4f4a98604018;M12;Madeleine;48,87009973;2,32516411
3270;52b3674d-e0dd-4997-ac4d-149e2874e0f9;M12;Concorde;48,86616711;2,323175681
3280;c9d4c0ba-ec0c-4707-9efe-06b988e4c967;M12;Assemblée nationale;48,86078696;2,320998192
3290;c21253f0-3656-4e03-8a6f-d881b4602cf6;M12;Solférino;48,85851113;2,323154856
3300;d68d0af9-d830-4d79-966b-ff20ed103c5c;M12;Rue du Bac;48,85555094;2,325712422
3310;34e3b10f-a0b2-47fb-859f-726999a23ea2;M12;Sèvres - Babylone;48,85176205;2,326822569
3320;e8c03204-0343-4fc5-ad3f-c45cbf5ce11b;M12;Rennes;48,84845785;2,327782127
3330;749f5b88-6fa2-4965-85ca-685b45f66e25;M12;Notre-Dame-des-Champs;48,84494263;2,328778027
3340;56f37902-496a-4972-8020-d9013b6b1a63;M12;Montparnasse - Bienvenüe;48,84373549;2,324353041
3350;2b37d9be-e1e2-433b-a78f-eea8f1e01ffd;M12;Falguière;48,84447014;2,317852783
3360;7f4eee61-63d3-4585-bec2-9f50d878c46f;M12;Pasteur;48,84287128;2,312447513
3370;66ae66fd-d41c-445b-b949-446c507ab783;M12;Volontaires;48,84150552;2,307948679
3380;b6c6c012-4d4a-442e-8229-1e085610d1ce;M12;Vaugirard;48,83951659;2,301107515
3390;b8eb7c7e-f1a0-4cc2-a9c2-4e645968d298;M12;Convention;48,83730749;2,296630343
3400;a1d0c8bf-3d74-4bd4-8353-4908580d1d91;M12;Porte de Versailles;48,8324491;2,288022141
3410;6b32d616-b653-4c28-8e36-87c8a5541940;M12;Corentin Celton;48,82708545;2,279411682
3420;fc879346-c702-422d-9ca0-d525a85dbc1c;M12;Mairie d'Issy;48,82410503;2,273041525
3430;f6c0832c-5a37-47de-9809-664a8c4a3cb6;M13;Saint-Denis Université;48,94584566;2,364541763
3440;1a8b84ed-371b-439e-a7b7-72c6a064d3c6;M13;Basilique de Saint-Denis;48,93652685;2,359398261
3450;0b2dac6d-bb06-407a-815d-5b8b3d54e846;M13;Saint-Denis - Porte de Paris;48,92993589;2,356035794
3460;03581468-f245-49d3-8681-cc1c5df8d34b;M13;Carrefour Pleyel;48,91957307;2,343305931
3470;e91dc804-2da0-40ce-aea7-1f64f40ca129;M13;Mairie de Saint-Ouen;48,9119649;2,33392489
3480;b03a3253-ea80-4ff6-9e63-d7d526bfa194;M13;Garibaldi;48,90609405;2,331830838
3490;7e5a1dd4-9b90-4989-b44a-6b35f8a13f14;M13;Porte de Saint-Ouen;48,8973748;2,328942813
3500;6874ad8d-3d67-423b-b872-fd0093484c73;M13;Guy Môquet;48,89282885;2,327428459
3510;d6fdebfd-2ec5-4ee9-b778-6416efbb82fd;M13;Asnières Gennevilliers - Les Courtilles;48,92310378;2,286279578
3520;046264bd-c840-4781-9a32-7b112b97e34d;M13;Les Agnettes;48,930757;2,284174448
3530;4c1e833f-c363-4d65-a2b5-811c652f0fef;M13;Gabriel Péri;48,91638231;2,294685112
3540;64f589f5-2b5a-4d91-ac43-68ca31730a14;M13;Mairie de Clichy;48,90333009;2,30592415
3550;57094566-b93a-457e-b065-5a0ecb8604d6;M13;Porte de Clichy;48,89425226;2,313772159
3560;50af193c-1baa-4b7b-a7f1-c846edf34f88;M13;Brochant;48,89058719;2,320174756
3570;bb95460c-169a-4af7-915c-ca9ee0d5077f;M13;La Fourche;48,88718395;2,325779675
3580;ce294054-6da6-4c65-9bff-ba634799d39c;M13;Place de Clichy;48,88380453;2,327243412
3590;0af924e5-a348-452d-b952-42cceda89966;M13;Liège;48,87963476;2,327022201
3600;0538c6d9-110e-4e78-95ea-c54f47c25e1d;M13;Saint-Lazare;48,87535496;2,324818285
3610;463ebbb5-4290-48dc-b2c9-333c4f007b62;M13;Miromesnil;48,87376999;2,314456036
3620;891ef774-ed18-49c2-813e-624a98ea2dc1;M13;Champs-Elysées - Clémenceau;48,86760215;2,313894129
3630;a08250b1-c397-4629-b8da-815f942f38d9;M13;Invalides;48,8623647;2,313909578
3640;5a295015-670d-4d85-a5c8-f3150e050d6b;M13;Varenne;48,85687138;2,315056637
3650;72748398-d735-4a8b-8cb0-3cfb9b92a50a;M13;Saint-François-Xavier;48,85144171;2,314408122
3660;8d12cf08-e2a9-4127-baec-01b3d1a1a216;M13;Duroc;48,84705255;2,316424352
3670;602f7ed3-bcf1-4286-a47c-258266973dde;M13;Montparnasse - Bienvenüe;48,84232744;2,320984836
3680;3a46d4c0-2768-4e83-a0f2-d9fdda27a386;M13;Gaîté;48,83863165;2,32249175
3690;4fb786d9-73a9-4037-b134-1d2c19703a90;M13;Pernety;48,83393639;2,318078285
3700;79cf121c-863e-4ac0-afc5-a9175956951b;M13;Plaisance;48,83182565;2,314122323
3710;85b044f3-3154-4295-a60f-702556a53a43;M13;Porte de Vanves;48,82779554;2,30553467
3720;568e8d77-7151-448c-b08c-badbd95a3e22;M13;Malakoff Plateau de Vanves;48,82258371;2,298464192
3730;2ab83e03-da24-4495-b838-072af3db041a;M13;Malakoff Rue Etienne Dolet;48,81530753;2,297077798
3740;d19b565d-ff83-4e07-aa16-232d25b57d64;M13;Châtillon - Montrouge;48,81074649;2,301678555
3750;a9e4878d-035a-467b-8715-75098d61b77d;M14;Saint-Lazare;48,87576459;2,324256033
3760;c7db3972-1b0b-4202-a9ef-1dcb33069525;M14;Madeleine;48,87066702;2,325752635
3770;a69d56f6-038e-493c-8226-6a6b1bcf1d05;M14;Pyramides;48,86590674;2,334189542
3780;22df1bb1-c6ab-4788-8194-fd97d494e025;M14;Châtelet;48,85770882;2,347944311
3790;0b8bfbc4-adf6-4dac-b354-e81b05daf694;M14;Gare de Lyon;48,84398558;2,37301422
3800;5bca94f6-e392-4061-825a-88847ad43c11;M14;Bercy;48,84000139;2,379554011
3810;ed251a9b-af7e-444d-8b9e-f5e693175d45;M14;Cour Saint-Emilion;48,83333856;2,386632402
3820;a0c023ae-d3b3-467e-ba8d-c74e923b74dd;M14;Bibliothèque François Mitterrand;48,82999028;2,375748144
3830;9ad44e7a-f9be-49f3-a3b5-c6ca35946be5;M14;Olympiades;48,82727084;2,368032648
3840;9b857c61-12e7-47bb-859a-2198b582ab65;T1;Asnières Gennevilliers - Les Courtilles;48,93021421;2,283722557
3850;1b564048-f8c9-4e89-9bd1-70f44488eef1;T1;Le Luth;48,931814;2,288656006
3860;aefd98fc-b8c4-48e6-84a6-a0fce8291cef;T1;Le Village;48,93335538;2,294602989
3870;f3994770-10f7-465c-827e-a3cb35e2877c;T1;Timbaud;48,93339383;2,300593399
3880;40e10f37-c67a-403d-ade8-6036d121a11c;T1;Gennevilliers - Gare;48,93344984;2,307089654
3890;d67809b0-f0c7-4afc-bc53-082c7b8abc44;T1;Parc des Chanteraines;48,93393203;2,313132641
3900;02d61793-8d11-4a35-b0d9-12b657fb9610;T1;Chemin des Reniers;48,93460857;2,321495198
3910;f69609b3-bef2-41ce-b9b7-d96339207c8c;T1;La Noue;48,93497583;2,326793312
3920;dc1ca581-7820-4406-857a-ff788c084176;T1;Mairie de Villeneuve-la-Garenne;48,93560571;2,334332913
3930;f3b11428-454c-4dc2-a67b-45bfc63e0143;T1;L'Ile Saint-Denis;48,93574804;2,339108387
3940;4a366cfc-2fa9-4037-abcf-16257979b2be;T1;Saint-Denis - Gare;48,93613469;2,346443762
3950;d8114696-f4e3-4021-b117-ef6c2c258fd6;T1;Théâtre Gérard Philipe;48,9375099;2,350400019
3960;e557ae69-850b-4ae3-8c64-c88fa35d3617;T1;Marché de Saint-Denis;48,93859778;2,35590281
3970;30fded01-f2d6-4674-9915-30274bcf6cf4;T1;Basilique de Saint-Denis;48,93808262;2,360746044
3980;64b80ea3-510f-4d97-9656-c873dd7f377d;T1;Cimétière de Saint-Denis;48,93638915;2,363640702
3990;70da602d-c626-496e-bfbd-7ee16df1c3cc;T1;Hôpital Delafontaine;48,9335864;2,371083172
4000;f057e575-ec6b-4159-adf2-87329061477f;T1;Cosmonautes;48,93173483;2,37822549
4010;cbde475d-869e-4015-b314-5ec5e5a8ed48;T1;La Courneuve - 6 Routes;48,92997103;2,384758861
4020;e526b2ba-3c2c-4e73-84c8-c7661c9abd1c;T1;Hôtel de Ville de La Courneuve;48,92740289;2,392471119
4030;e78e4d52-4fe7-46c5-9a5f-1509827a1d7e;T1;Stade Géo André;48,92437514;2,402073414
4040;aea23bb1-575e-45ea-a8be-9ab1febfdcbf;T1;Danton;48,92271119;2,406622754
4050;5834a68e-5174-4c0c-bf90-e90b4c5a8bf6;T1;La Courneuve - 8 Mai 1945;48,92078597;2,410598615
4060;8eaf8335-260d-4cac-a3d1-42e9df2ad201;T1;Maurice Lachâtre;48,91917903;2,413837182
4070;d610d0da-cb34-41e2-90ff-cb45a5524699;T1;Drancy - Avenir;48,91778373;2,417691093
4080;d96639ed-b475-4297-85bf-c42f2ef669dc;T1;Hôpital Avicenne;48,91583789;2,425009894
4090;8741bd73-4025-4db3-b090-5004c3c21e2e;T1;Gaston Rouland;48,91409326;2,431278003
4100;45dbba98-046d-44ad-9d2e-edc07ee7e4d2;T1;Escadrille Normandie-Niémen;48,91270498;2,435420993
4110;52ce8e2d-1d36-4054-8eca-9d30587917b6;T1;La Ferme;48,90966637;2,437487804
4120;22760f96-5422-453a-afd5-79545e644bd9;T1;Libération;48,90693183;2,438624496
4130;23ec68be-ddeb-4c56-b0f9-16cafda610cd;T1;Hotel de Ville de Bobigny;48,90653656;2,443992335
4140;8c9148fb-c777-46f1-b0d7-5b12822c0135;T1;Bobigny - Pablo Picasso;48,90653329;2,450004663
4150;6dce3bb7-6617-45d2-932c-c0cdf6f3e162;T1;Jean Rostand;48,90781255;2,454352827
4160;99a0144c-78aa-45c8-9070-d1944ef7e8f0;T1;Auguste Delaune;48,90670063;2,460523404
4170;a5796bdd-f55c-4300-a55d-3a30baf98bff;T1;Pont de Bondy;48,9047032;2,469971544
4180;0119fe10-b79b-4132-8547-f11e1cba592e;T1;Petit Noisy;48,9004173;2,465460481
4190;f9ca54e1-1a06-47a9-81fd-9be7340d4f72;T1;Noisy-le-Sec Gare;48,89591584;2,460330071
4200;de2d6f41-f607-41fa-8ace-0a55d25f08d3;T2;Pont de Bezons;48,92326825;2,217589799
4210;4949f7e4-eee3-4c17-b449-f5aa18e505b7;T2;Parc Pierre Lagravère;48,91751491;2,224812189
4220;edcc8051-a672-48d0-9dfa-b49ba6a06674;T2;Victor Basch;48,91404768;2,229571613
4230;b1e5cc4f-95f0-4f8e-a38d-bb00d308cc45;T2;Jacqueline Auriol;48,91080259;2,233988601
4240;e348ee0c-7ad7-46e5-adcd-a6857a158d28;T2;Charlebourg;48,90766458;2,238309302
4250;8cf26ad8-a64a-4c15-8faa-8cc14d5413e3;T2;Les Fauvelles;48,90276803;2,239542036
4260;a1343d46-453c-46c0-9f47-df49d85d629a;T2;Faubourg de l'Arche;48,8966644;2,240079252
4270;9eac591b-cf2d-46f7-949c-8940732d73fe;T2;La Défense Grande Arche;48,89212336;2,237213536
4280;6622d9aa-cd11-4e8c-ab18-f7af20f33adf;T2;Puteaux;48,88333488;2,233871434
4290;4ac93b4d-37f2-4da4-87d6-fb2801e0365a;T2;Belvédère;48,87600129;2,225959095
4300;9585be04-3942-40a1-b327-1a9611db1855;T2;Suresnes - Longchamp;48,86823878;2,221410604
4310;eb4c95ed-4c47-42c1-aa4f-8d27612bbab8;T2;Les Coteaux;48,85747141;2,22060356
4320;a30852ed-39d8-4aed-a99c-f62a3002d593;T2;Les Milons;48,84985049;2,221232683
4330;4642451f-7679-4afd-b97e-e4fcd28fe074;T2;Parc de Saint-Cloud;48,8431244;2,221851495
4340;d66ce2ac-7b32-4782-8688-1f09d8af31e3;T2;Musée de Sèvres;48,8290105;2,225312853
4350;5077c7b4-fd48-47c3-b7d5-6404f665e8a6;T2;Brimborion;48,82230993;2,23132316
4360;f6641e37-2dde-4f44-9a9b-12bd9c40b587;T2;Meudon-sur-Seine;48,81917433;2,238598338
4370;6ac86524-b4af-465e-b3e0-a2efb95bff84;T2;Les Moulineaux;48,82151752;2,251336156
4380;19f8efd6-0a2e-4846-8c39-18fa1156567b;T2;Jacques-Henri Lartigue;48,82476703;2,260539914
4390;786e0c78-8333-4c66-ab35-1a0b3f878233;T2;Issy - Val de Seine;48,82989016;2,263178566
4400;f4a0c075-3a95-4d47-9c62-ea4959333166;T2;Herni Farman;48,83475001;2,271241501
4410;30994d70-c159-4c1e-839a-663a7d76feac;T2;Suzanne Lenglen;48,83336534;2,276712091
4420;1ef92c71-db33-4df4-a6c4-633187a490bb;T2;Porte d'Issy;48,83169659;2,281470444
4430;2938068d-0723-4d9e-ae2e-b6ed2e4cfe1c;T2;Porte de Versailles;48,83187247;2,287207139
4440;f7dbdbe6-711e-479c-9b6a-c39db81761d8;T3A;Pont du Garigliano;48,83807589;2,271174402
4450;e80bc4f0-68e0-4b55-bc8b-2bb010d95fa2;T3A;Balard;48,83612298;2,278119177
4460;d1873d67-0045-4aad-9399-f60f0cd6551e;T3A;Desnouettes;48,83435817;2,284007243
4470;97fcc8ba-b9b4-42a2-968d-7f440b1074d2;T3A;Porte de Versailles;48,83267687;2,288069458
4480;7ec0bd17-23e8-4e64-be19-492f4a4de92d;T3A;Georges Brassens;48,82982638;2,295661983
4490;2b43246c-7a6e-4e78-99ed-5d2f8289f56f;T3A;Brancion;48,82867194;2,300851826
4500;492a49ce-ad5b-4576-8d24-fa21d1814f0c;T3A;Porte de Vanves;48,82741486;2,306635927
4510;bf34c9f7-334d-44db-95db-9ea5b4a6b13a;T3A;Didot;48,82592055;2,313380087
4520;a2f71cab-d5bf-4b2a-b892-89774a1381d4;T3A;Jean Moulin;48,82471102;2,318829691
4530;f8add28c-dc46-446f-a161-03ab816a27bf;T3A;Porte d'Orléans;48,82315163;2,325509578
4540;9e5f6279-b8ff-4273-93bb-f893d3376526;T3A;Montsouris;48,82150892;2,333339833
4550;a1553a2c-4959-4472-9e09-18c027f0da2b;T3A;Cité Universitaire;48,82035003;2,33858075
